year,to_country_id,to_country,performer,song,place_contest,sf_num,running_final,running_sf,place_final,points_final,place_sf,points_sf,points_tele_final,points_jury_final,points_tele_sf,points_jury_sf,composers,lyricists,lyrics,youtube_url,manually_replaced_url
2014,es,Spain,Ruth Lorenzo,Dancing in the rain,10,,19,,10,74,,,41,83,,,Jim Irvin;Julian Emery;Ruth Lorenzo,,"Luz, yo quiero ver luz\nPoder pintar de color un nuevo amanecer\nVivir, amar, \nSentir y saber que \n\nHoy, puede que no salga el sol\nAunque llueva\nTú y yo sabremos bailar\nNadie nos puede parar\n\nWe're dancing in the rain\nDancing in the rain\n\nLife, gets you every time\nOpen up ,\nYou never know what you will find\nYou never know what waits inside\n\nSo, live\nLike you'll never stop\nTake this chance\nAnd give it everything you've got\nCome on and let the rhythm drop\n\nWe're dancing in the rain\nDancing in the rain\n\nKeep on like it's never ending\nKeep on till the light of day\nKeep on dancing in the rain\nThe rain, the rain\n\nDeja caer\nDeja la lluvia caer\nThe rain, the rain, the rain\n\nDeja caer\nDeja la lluvia caer\nThe rain, the rain, the rain\n\nThe Rain, the rain\n\nDancing \nDancing\nDancing \n\nDancing \n\nDeja caer\nDeja la lluvia caer\n\nAunque llueva y nos mojemos\nNo pararemos de bailar\n\nKeep on dancing in the rain\nThe rain, the rain",https://youtube.com/watch?v=-OtuM3Zvkeo,
2014,fi,Finland,Softengine,Something Better,11,2,18,8,11,72,3,97,39,114,,,Topi Latukka,Henri Oskár;Topi Latukka,"Even human bound\nPeople rolling dice\nImage on the ground\nSuch a novel life\nHe thought\nWhile knowing nothing at all\n\nEvery option noted\nOr tendency made\nThey will carry on\nUntil the perfect day\nShe said\nWhile knowing nothing at all\n\nAll the rules wide known\nThey mean nothing to mean\nEverything I’m used to\nSeems to be\nFine misshapen\nMade up fantasy\nShould let go\nShould let go\n\nBut we found something better\nPlain answer\nHowever\nFor I’ll not\nSurrender\nWe found something better\n\nVis-a-vis\nEstranged\nAnd we got close\nTrust full of lies\nSure how it goes\nThey told\nWhile knowing nothing at all\n\nTalking loud ’bout future\nIn our hands\nExchanging dreams\nAnd how they’ll last\nNo, no\nStill knowing nothing at all\n\nBut we found something better\nPlain answer\nHowever\nFor I’ll not\nSurrender\nWe found something better\n\nAll these words\nReflected back to me\nAll these words\nI’m buying why?\nAll these words\nThe live’s grand mystery\nAll these words\nA sweet white lie\n\nAll these words\nShe meant to say to me\nAll these words\nAgainst my faith\nAll these words\nBefore she passed away\nAll these words\nWe’ll never, never, never change\n\nwe found something better\nPlain answer\nHowever\nFor I’ll not\nSurrender\n\nWe found something better\nWe found…\nWe found..\nWe found…\nWe found…",https://youtube.com/watch?v=3FDWaFfo1CU,
2014,ro,Romania,Paula Seling & OVI,Miracle,12,2,6,15,12,72,2,125,103,51,,,Andreas Sjo Engen;Frida Amundsen;Kjetil Helgesen;Marcus Only;Ovidiu Cernăuţeanu;Philip Halloun,,"I don’t know if it’s right\nBut I've got a feeling\nAnd want to believe this is magical\nIs this what it’s like\nCause I’m starting to feel it\nAnd want to believe it’s incredible.\n\nIf you only knew all the things I could tell you\nWe could be dancing with stars in the night\n\nIt’s so magical, so magical,\nSo beautiful, So beautiful\n\nIt’s a Miracle! It’s a Miracle!\nI can see it now!\n\nAll the things I see\nI think I see them too\nAll for you and me\nIt’s like a dream come true\nIt’s so beautiful\nNo one will ever know\nIt’s a miracle\n\nNow you know that I’m right\nAnd you got that feeling\nI told you before that it’s magical\nYes, it’s magical\nNow you know what it’s like\nAnd you’re starting to feel it\nBut you just can’t deny it’s incredible\n\nIf I only knew all the things you could tell me\nWe could be dancing with stars in the night\n\nIt’s a Miracle! It’s a Miracle!\nI can see it now!\n\nAll the things I see\nI think I see them too\nAll for you and me\nIt’s like a dream come true\nIt’s so beautiful\nNo one will ever know\nIt’s a miracle",https://youtube.com/watch?v=qN2h6__yJGQ,
2014,ch,Switzerland,Sebalter,Hunter Of Stars,13,2,20,12,13,64,4,92,114,27,,,Sebastiano Paù-Lessi,,"Looking for a candidate you have an option only one choice \nSipping my drinks looking around, there is so much beauty, oh yes we can\nBut yet, self-confidence is a fragile concept, that often fades away in the night \nAnd there it comes, that unwanted guest, there is no place for you tonight \n\nWant me to go, want me to go \nCause you think I'm lying cause you think I'm lying\nNo, open the door\nCause tonight I cannot go hunting for stars, no no\n\nLike an evil satellite, twisting the truth then leaving us alone \nIn this mad and moody world, society without love\nI state my heart has been well trained, I'm gonna be your candidate\nI am the hunter you are the prey, tonight I'm gonna eat you up\n\nWant me to go, want me to go \nCause you think I'm lying cause you think I'm lying \nNo, open the door \nCause tonight I cannot go hunting for stars, no no \n\nI press my nose to the glass, it's raining outside, it's raining outside \nI would like to storm in, roar like a lion, roar like a lion \nBut I fear your judgement, oh I fear your judgement, I'm so wet, I'm dirty \nBut I fear your judgement, oh I fear your judgement, it's me and my\nimperfection \n\nWant me to go, want me to go \ncause you think I'm lying cause you think I'm lying \nNo, open the door \nCause tonight I cannot go hunting for stars, no no \n\nWant me to go \nCause you think I'm lying cause you think I'm lying \nNo, open the door \nCause tonight I cannot go hunting for stars, no no \n\nWant me to go \nCause you think I'm lying cause you think I'm lying \nNo, open the door \nCause tonight I cannot go hunting for stars, no no",https://youtube.com/watch?v=DqjoM8ZlyMc,
2014,pl,Poland,Donatan & Cleo,My Słowianie - We Are Slavic,14,2,9,5,14,62,8,70,162,23,,,Cleo;Donatan,,"My Słowianie wiemy jak nasze na nas działa\nLubimy jak poruszasz tym co mama w genach dała\nTo jest ta gorąca krew, to jest nasz słowiański zew\nMy Słowianki wiemy jak użyć mowy ciała\nWiemy jak poruszać tym co mama w genach dała\nTo jest ta słowiańska krew, to jest ta uroda i wdzięk\n\nMamy to czego nie ma nikt inny\nCenimy ten naturalny kształt\nWódeczka lepsza niż whisky i jiny\nNajlepsze u nas cokolwiek byś chciał\nTu na swojskiej śmietanie chowane\nDelikatne, rumiane jak chleb\nNie ma lepszych od naszych słowianek\nTen kto widział i próbował ten wie\n\nMy Słowianie wiemy jak nasze na nas działa\nLubimy jak poruszasz tym co mama w genach dała\nTo jest ta gorąca krew, to jest nasz słowiański zew\nMy Słowianki wiemy jak użyć mowy ciała\nWiemy jak poruszać tym co mama w genach dała\nTo jest ta słowiańska krew, to jest ta uroda i wdzięk\n\nThis special thing we have in our genes\nMakes us proud of our natural shapes\nOn Our lands you have everything you need\nSo pour the Vodka straight, no need to mix.\nCream and butter taste so good\nWe will prepare for you delicious food\nOur beauty is famous all over the world\nYou gotta see it for yourself and then You will know\n\nWe're Slavic girls, we know how to use our charming beauty\nNow shake what your mama gave ya!\nClap your hands to this music\nThis is our nature, This is our call\nThis is our hot Slavic blood",https://youtube.com/watch?v=VJ920cN2HmA,
2014,is,Iceland,Pollapönk,No Prejudice,15,1,4,5,15,58,8,61,46,59,,,Heiðar Örn Kristjánsson,Haraldur Freyr Gíslason;Heiðar Örn Kristjánsson;John Grant,"Lala lalalala lala lalalala lala lalalala lala la \n\nLife is way too short for short-sightedness \nand tell me who has got the time \nfor narrow-mindedness \nListen to what I say \ncause every-buh buh buh buh buh buh \nbody looks the same on the inside \nAnd it puh puh puh puh puh puh puh puh \npays: \nto wear a smile \n\nLet’s do away with prejudice \ndon’t discriminate, tolerance is bliss \nwe got to get together on this \ncross this problem off our list \nI may stutter when I speak \n(but) you don’t need to call me freak \nit’s not trigonometry \ninside we’re the same \n\nHEY \n\nEven if you're taller \nOr someone who is smaller \nOr perhaps you're thinner \nOr one who loves his dinner \nListen to what I say \ncause every-buh buh buh buh buh buh \nbody looks the same on the inside \nAnd it puh puh puh puh puh puh puh puh \npays: \nto wear a smile \n\nLet’s do away with prejudice \ndon’t discriminate, tolerance is bliss \nwe got to get together on this \ncross this problem off our list \nI may stutter when I speak \n(but) you don’t need to call me freak \nit’s not trigonometry \ninside we’re the same \nbuh buh buh buh buh buh… \n\nHEY \n\nLet’s do away with prejudice \ndon’t discriminate, tolerance is bliss \nwe got to get together on this \ncross this problem off our list \nI may stutter when I speak \n(but) you don’t need to call me freak \nit’s not trigonometry \ninside we’re the same \n\nLala lalalala lala lalalala lala lalalala \nLala lalalala lala lalalala lala lalalala \nLala lalalala lala la\n\nLet’s do away with prejudice \ndon’t discriminate, tolerance is bliss \nwe got to get together on this \ncross this problem off our list \nI may stutter when I speak \n(but) you don’t need to call me freak \nit’s not trigonometry \ninside we’re the same",https://youtube.com/watch?v=U2qAvGsiCmc,
2014,by,Belarus,Teo,Cheesecake,16,2,2,10,16,43,5,87,56,50,,,Yuriy Vashchuk,Dmitry Novik,"Yeah, baby…\n\nOnce I gave you one more chance\nYou showed me dance\nBut I'm not Patrick Swayzee\nYou're not Jennifer Gray\n\nI told this story\nBut I'm so sorry\nI lost my train of thought\nWhen you called me, ""My sweet Cheesecake""\n\nI don't wanna be your toy perhaps today\nI'm not gonna be your boyfriend\nIt's too late\nI look over all the maps trying to escape\n'cause I'm tired of being your sweet cheesecake\n\nI don't wanna be your toy perhaps today\nI'm not gonna be your boyfriend\nIt's too late\nI look over all the maps trying to escape\n'cause I'm tired of being your sweet cheesecake\n\nOhh…yeah…do-do-do-do\n\nHey I will fly far away\nBy any plane just not to meet you\nOn my way, don't stay, hay\n\nYou dial my number\nYour dreams start crumbling\nYou want me to be the man I'll never ever be\n\nI don't wanna be your toy perhaps today\nI'm not gonna be your boyfriend\nIt's too late\nI look over all the mapstrying to escape\n'cause I'm tired of being your sweet cheesecake\n\nI don't wanna be your toy perhaps today\nI'm not gonna be your boyfriend\nIt's too late\nI look over all the maps trying to escape\n'cause I'm tired of being your sweet cheesecake\n\nOhh….yeah…do-do-do-do\n\nI don't want to be your toy\nI don't want to be your boy\nOh, oh\n\nI don't wanna\nI don't wanna be your toy\nI don't wanna\nI don't wanna be your boy\n\nYeah\n\nI don't wanna\n\nI don't wanna be your toy perhaps today\nI'm not gonna be your boyfriend\nIt's too late\nI look over all the maps trying to escape\n'cause I'm tired of being your sweet cheesecake\n\nI don't wanna",https://youtube.com/watch?v=tImGMW-4eHY,
2014,gb,United Kingdom,Molly,Children of the Universe,17,,26,,17,40,,,29,52,,,Anders Hansson;Molly Smitten-Downes,,"Power to the people (oh, hey, hey)\nPower to the people (oh, oh, oh, oh)\n\nI've been tired of this thinking (hey)\nso I've drowned it out with drinking (oh)\nTastes like a bitter pill but I'll just wash it down\nWith the taste of something sweet that some doctor gave me now\nAnd this is a madness\nI'm not giving in\n\nWe're shining like diamonds\nWith fire in our bones\nStanding beside you I've a feeling that I'll never walk alone\n\nWe're children of the universe, don't you know\nDancing on the edge of time and it's ours to own\nJust children of the universe\n\nPower to the people (oh, hey, hey)\nPower to the people (oh, oh, oh, oh)\nPower to the people (oh, hey, hey)\nYou know what we want and we've gotta get it now\n\nSomething's stirring in the silence (hey, hey)\nAnd it reeks of passive violence (oh)\nHold on tight this opportunity we'll take, put an end to all this suffering before it gets too late\nHopes on the horizon\nI'm not giving in\n\nWe're children of the universe don't you know\nDancing on the edge of time and it's ours to own\nJust children of the universe\n\nWe're shining like diamonds\nWith love in our hearts\nThey said it's the end but I've a feeling \nIt might just be the start\nAs I am awakened with fire in my bones\nStanding beside you I've a feeling that I'll never walk alone\n\nWe're children of the uni, children of the uni,\nChildren of the universe don't you know\nYeah dancing on the edge of time and it's ours to own\n'Cause we are children of the universe\nJust children of the universe\n\nPower to the people",https://youtube.com/watch?v=C6w7tmWvm6M,
2014,de,Germany,Elaiza,Is It Right,18,,12,,18,39,,,31,61,,,Elżbieta Steinmetz;Frank Kretschmer,Adam Kesselhaut;Elżbieta Steinmetz,"He's gotta pen in his hand\na piece of paper starin' back\nHe could write like a man\na novel life back on track\n\nMaybe drama, or a poem\nbut still he doesn't know\nthe time is ticking in his ear\nthe holy silence dissappears\n\nIs it right or is it wrong??\nI can't go on! you can't go on!\nIf you say yes…or even no,\nyou don't know how and where to go\n\nShe turns over and looks at him\nshe tries to feel, and can't feel anything\nbut it's so hard to say goodbye,\neven when you know, that it's right.\n\nWhen it's all not what you thought\nand a friendship is not enough\nwhen you long to feel alive\nand take the chance to give it up\n\nIs it right or is it wrong?\nI can't go on, you can't go on\nIf you say yes, or even no,\nyou don't know how and where to go\n\nI know, it's not easy to decide,\nto find your own direction\nOh, the risk is too high\nbut you can't hide\n\nIs it right or is it wrong?\nI can go on, you can go on\nIf you say yes, or even no,\nyou don't know how and where to go",https://youtube.com/watch?v=BFuGH2Kp9dI,
2014,me,Montenegro,Sergej Ćetković,Moj Svijet,19,1,8,15,19,37,7,63,33,48,,,Sergej Ćetković,Emina Jahović;Sergej Ćetković,"Tražim , da me ne zaboraviš,\nKada jastuk zagrliš, ti me sanjaj...\n\nTražim, al’ sreća trag ne ostavlja,\nK’o da je tvoju dušu drugom pisala.\n\nJoš volim te znaj, \nu srcu mom spavaš sama…\n\nMoj svijet čuvam za te, \nU moj svijet nek te vrate,\nPa da svane mi dan,\nS’tobom jedino znam za ljubav …\n\nMoj svijet čuvam za te, \nU moj svijet ,ja tražim da te vrate,\nDa ne ostarim sam,u tvoje rukedušu vežem,\nPada svane mi dan,\nS’ tobom jedino znam za ljubav…\n\nJoš volim te znaj, u srcu mom samo samo si ti,\nJoš čuvam za nas, jedan svijet ljubavi…",https://youtube.com/watch?v=6FJtzRSKHKg,
2014,gr,Greece,Freaky Fortune feat. RiskyKidd,Rise Up,20,2,10,13,20,35,7,74,43,49,,,Nicolas Raptakis;Theofilos Pouzbouris,Nicolas Raptakis;RiskyKidd;Theofilos Pouzbouris,"I feel like rising up\nto the sky like I am a dove,\nI’m in love with this feeling…\nam I down or am I up?\nI can’t frown cause I am in luck,\nI’ve got the crowd and that’s enough…\nI’m in love.\n\nCome on and rise up rise up to the sky,\nCome on and rise up get up and lose your mind,\nLoosen up your feet and fly,\nGet off the ground tonight.\n\nCome on and rise up jump out of what keeps you down,\nget high and rise up fly get your feet of the ground,\ncome on and rise up rise up rise up rise up rise rise rise…\n\nI told her rise up, come along and rise up,\nmusic makes me wanna, grab somebody rise up.\n\nCome on and rise up dance till the final day,\nno need to hold back drink like there is no other way,\nLoosen up your feet and fly,\nget off the ground tonight.\n\nCome on and rise up jump out of what keeps you down,\nget high and Rise up fly get your feet of the ground,\ncome on and rise up rise up rise up rise up rise rise rise…\n\nI told her rise up, come along and rise up\nmusic makes me wanna, grab somebody rise up.\nI told her rise up, come along and rise up,\nmusic makes me wanna, grab somebody rise up.\n\nYo, I am down to rise up, pour these shots like “why stop”?\nI see you shaking, Im’a have to smack that my god!\nI m blowing paper, balling call me laker, balling call me later, balling call me mason.\nEy, our flow is oh so freaky, I roll with it oh so cheeky, oh please girl no don’t tease me, just got here I’m not leaving.\n\nCome on and rise up jump out of what keeps you down,\nget high and rise up fly get your feet of the ground,\ncome on and rise up rise up rise up rise up rise rise rise.",https://youtube.com/watch?v=c9y6A1uXLn8,
2014,it,Italy,Emma,La Mia Città,21,,16,,21,33,,,32,37,,,Emma Marrone,,"Odio andare di fretta,\ni rumori, la nebbia,\nil tempo appeso \ndi questa città\n\nOdio le scarpe col tacco,\nche incastro distratta \nnei tombini invadenti\ndi questa città\n\nOdio me stessa allo specchio\nnon per il difetto,\nma per stupidità\n\nAmo restare in giro\nsapendo di tornare sempre \nin questa città\n\nE dimmi se c’è un senso al tempo,\nal mio vagare inutile,\ne dimmi se c’è davvero una meta\no dovrò correre per la felicità.\nE corro corro \navanti e torno indietro\nscappo, voglio, prendo e tremo\nstringo forte il tuo respiro\ne penso a me che non ho un freno\nspingo forte e non ti temo\nvoglio tutto \nvoglio te…voglio te, voglio te\n\nAmo il traffico in centro,\nparcheggiare distratta,\nil tuo sorriso, \nla mia instabilità\n\nAmo fare l’offesa\nsenza neanche una scusa\nfare pace la sera,\nspegni la città\n\nE amo me stessa per questo\nper egocentrismo, \nsenza razionalità\nAmo prenderti in giro\nsapendo di tornare sempre,\nnella mia città\nE dimmi se c’è un senso al tempo,\nal mio vagare inutile,\ne dimmi se c’è davvero una meta,\no dovrò correre per la felicità\nE corro corro \nAvanti e torno indietro,\nscappo voglio prendo e tremo,\nstringo forte il tuo respiro\ne penso a me che non ho un freno\nspingo forte e non ti temo,\nvoglio tutto, voglio te\nvoglio te, voglio te, voglio te.\nE dimmi se lo vuoi\nE dimmi che non sei\nSoltanto un riflesso confuso\nche guardo sul fondo di noi\n\nE corro corro\nAvanti e torno indietro,\nscappo voglio prendo e tremo,\nstringo forte il tuo respiro\ne penso a me che non ho un freno\nspingo forte non ti temo,\nvoglio tutto voglio te,\nvoglio te, voglio te,\nvoglio te, voglio te.",https://youtube.com/watch?v=8W5ZlalAMV8,
2014,az,Azerbaijan,Dilara Kazimova,Start A Fire,22,1,3,8,22,33,9,57,26,108,,,Alessandra Günthardt;Johan Kronlund;Stefan Örn,,"Someone’s selling garden roses down the square\nPeople gathering by to breathe the morning air\nBut no one sees the bitter cold and shivering empty hands\n\nA school girl running by and trying to beat the bell\nPeople dropping, tossing coins in wishing wells\nBut no one cares for dreams that don’t fit into our world\n\nMaybe nightfall darkens skies\nAnd maybe teardrops stain our eyes\nBut may the slightest light start a fire\n\nA soldier in the hands of a forgotten mess\nDigging out the burning bullets in his chest\nSo eager, bold and noble – printing footsteps on this earth\n\nMaybe nightfall darkens skies\nMaybe teardrops stain our eyes\nBut may the slightest light start a fire\n\nStart a fire\n\nBut may the slightest light start a fire",https://youtube.com/watch?v=5mPUMPcFQAY,
2014,mt,Malta,Firelight,Coming Home,23,2,22,1,23,32,9,63,17,119,,,Richard Edwards Micallef,,"Freedom of life, I will express my soul\nLook me in the eye and electrify my bones\nI ain’t gonna leave until you know my name\nStepping out of the shell, now don’t you step in my way\nBuild another wall and watch it crumble by your side\n\nI’m coming home \n\nI’m not holding back no I ain’t wasting time\nIf you want me near then you must come for the ride\nIf your sky will fall, I’ll shelter you from the rain\nThere’s not a cloud in the sky that can come in the way\nRoaming through fields, I’m trying to find this new land\nIt’s only Because I’m here , I’m finding gold in my hands\n\nI’m coming home\nI'm coming home \n\nTrying to build up the words to say what you mean to me\nGonna open your eyes and let you know what I mean\n\nOhh aaahhh\nOhh aaahhh\n\nGonna take on this journey feel the light getting warm\nFind the strength I’ve been searching keep the beat going strong\nKeep the gloves on for fighting don’t you knock on my door\nYeah the spirits alive I’m on the road coming home.\n\nI’m coming home \nI'm coming home\nI'm coming home\nI'm coming home",https://youtube.com/watch?v=E_hT08vzHt8,
2014,sm,San Marino,Valentina Monetta,Maybe (Forse),24,1,25,12,24,14,10,40,18,16,,,Ralph Siegel,Mauro Balestri,Maybe there's a pearl in the shell\nMaybe there's a story to tell\nMaybe we can not live in peace cos we're under a spell\n\nMaybe there’s a light from above \nMaybe there’s a flight of a dove \nWhen it's time \nTo open the heart of love \n\nMaybe we can try\nMaybe you and I\nAre finding pain to overcome\n\nMaybe then one day\nEvery soul heals and will find a way\n\nAnd maybe \nWe really are the dream of God\nAnd we woke up in flesh and blood\nWith our emotion transformed into gold\n\nOr maybe \nIn certain solid ways I feel \nI know there’s nothing stronger and more real \nThan falling in love\n\nMaybe you and I\nAre tear drops from the sky \nThat fill the sea eternally \n\nMaybe we can try\nTo challenge the fear of the endless night \n\nAnd maybe \nWe really are the dream of God\nAnd we woke up in flesh and blood\nto find our bodies transformed into gold\n\nOr maybe \nIn certain solid ways I feel \nI know there’s nothing stronger and more real \nThan falling in love\n\nMaybe it’s a journey in the darkest night\nMaybe we can make it to the morning light\nMaybe this is it this is real and I feel this is right\nFinally right\n\nAnd maybe\nThe courage that I'm finding now\nRemembering and sensing how\nWe fell in love,https://youtube.com/watch?v=_eZNTBJ-Hyc,
2014,si,Slovenia,Tinkara Kovač,Round and Round,25,2,17,14,25,9,10,52,15,21,,,Raay,Hannah Mancini;Tina Piš;Tinkara Kovač,"Negotovi med svetovi\nKrog za krogom ujeti v čas\nKo že veš za vse viharje\nSi razigran, a vendar si sam\n\nAnd now\nI'm gonna show you how to breathe\nI'm gonna show you how to live\nI'm gonna hold your heart in hand\nI'm gonna make you understand\n\nYou don't know you don't know\nIs it love is it hate\nWhat are we changing\n(What are we doing)\nYou don't know you don't but\nCan you feel it inside\nFeel the roses\nFeel the pride\n(Can you believe it)\n\nRound and round again we …\nRound and round again we go …\nRound and round again we …\nRound and round again we go…\n\nKo nebo ne bo prekrilo najinih sanj\nPrerojena (Bova spoznala)\nKo nebo ne bo imelo pravih idej\nSpet bo najin čas (Da bi sijala)\n\nSpet vse bo isto, spet vse bo tisto\nKar je bilo, oh-oh…\nLe srce bo tisto ki ne bo več isto\nKar je bilo, vse kar je bilo",https://youtube.com/watch?v=CiwM1sY3u0s,
2014,fr,France,TWIN TWIN,Moustache,26,,14,,26,2,,,1,5,,,Kim N'Guyen;Pierre Beyres,François Ardouvin;Lorent Idir,"Quelque chose me manques, mais quoi?\nJe veux ci, je veux ça\nQuand j’dors, j’fait des rêves en dollars\nTout les jours, j’ai un nouveau costard\n\nChez moi tout est neuf, tout est beau\nLe monde pleure derrière mes rideaux\nJ’m’en fous j’habite au dernier étage\nJ’connais même pas ma femme de ménage\n\nIl y a du cuir, dans ma voiture\nL’odeur de mon parfum me rassure\nJe n’aime pas montrer mes émotions\nà la salle de musculation\n\nJe soulève quelques poids et haltères\nMon corps est une machine de guerre\nJ’ai tout ce qu’on rêverait d’avoir\nJ’ai peut-être tout c’est vrai mais\n\nMoi j’voulais une moustache\nMoustache Moustache Moustache\nMoustache Moustache Moustache\nI wanna have a moustache, a moustache,\na moustache, quiera un bigote\n\nJe veux ci je veux ça\nIl y en a jamais assez pour moi\nC’est comme ci c’est comme ça\nIl y a toujours un truc que j’ai pas\n\nJe veux ci je veux ça\nIl y en a jamais assez pour moi\nC’est comme ci c’est comme ça\nIl y a toujours un truc que j’ai pas\n\nJe veux ci je veux ça\nC’est comme ci c’est comme ça\nJe veux ci je veux ça\nC’est comme ci c’est comme ça\nIl y a toujours un truc que j’ai pas\n\nAlors j’en rajoute encore\nDes tonnes de choses derrière mes placards\nJ’ai des amis quand même\nEt même j’ai des amis qui m’aiment\n\nJ’me dis j’ai tout pour plaire\nJ’ai tout pour, j’ai le monde à mes pieds\nC’est fou\nJ’ai tout ce qu’on rêverait d’avoir\nJ’ai peut-être tout c’est vrai mais\n\nMoi j’voulais une moustache\nMoustache Moustache Moustache\nMoustache Moustache Moustache\nI wanna have a moustache, a moustache,\na moustache, quiera un bigote\n\nJe veux ci je veux ça\nIl y en a jamais assez pour moi\nC’est comme ci c’est comme ça\nIl y a toujours un truc que j’ai pas\n\nJe veux ci je veux ça\nIl y en a jamais assez pour moi\nC’est comme ci c’est comme ça\nIl y a toujours un truc que j’ai pas\n\nJ’donnerais tout ce que j’ai\nContre une moustache\nMaintenant je sais\nC’que j’veux c’est\nUne moustache\n\nJ’pourrais tout laisser\nTout donner\nPour une moustache\nJ’ai peut-être tout c’est vrai\nMais pas ce que je voulais\n\nJe veux ci je veux ça\nIl y en a jamais assez pour moi\nC’est comme ci c’est comme ça\nIl y a toujours un truc que j’ai pas\n\nJe veux ci je veux ça\nIl y en a jamais assez pour moi\nC’est comme ci c’est comme ça\nIl y a toujours un truc que j’ai pas\n\nMais moi j’voulais une moustache",https://youtube.com/watch?v=vjkqciwP034,
2014,Portugal,Portugal,Suzy,Quero Ser Tua,27,1,,13,,,11,39,,,,,Emanuel,,"UAUAUÉ ! UAUÉ !\nUAUAUÉ ! UAUÉ !\n\nEm minhas asas \nEu quero levar-te ao céu\nE em mil nuvens \nDar-te tudo o que é meu\n\nEu quero ser \nO teu cupido da paixão\nEu quero ser \nA dona do teu coração\n\nEu quero ser tua, OH OH OH OH OH !\nEu quero ser tua, OH OH OH OH OH !\nEu quero ser tua como o sol do seu brilhar\nEu quero ser tua como um rio é do seu mar\n\nEu quero ser tua, OH OH OH OH OH !\nEu quero ser tua, OH OH OH OH OH !\nEu quero ser tua como o mel do teu beijar \nEu quero ser tua eu nasci para te amar\n\nUAUAUÉ ! UAUÉ !\nUAUAUÉ ! UAUÉ !\n\nEu quero ser a luz \nQue guia o teu caminho\nQuero levar-te\nAo doce mundo do carinho\n\nQuero banhar-me \nNo teu corpo de prazer\nE saciar \nA minha sede de te ter \n\nEu quero ser tua, OH OH OH OH OH !\nEu quero ser tua, OH OH OH OH OH !\nEu quero ser tua como o sol do seu brilhar\nEu quero ser tua como um rio é do seu mar\n\nEu quero ser tua, OH OH OH OH OH !\nEu quero ser tua, OH OH OH OH OH !\nEu quero ser tua como o mel do teu beijar \nEu quero ser tua eu nasci para te amar\n\nUAUAUÉ ! UAUÉ !\nUAUAUÉ ! UAUÉ !\n\nEu quero ser tua, oh , tua !\n\nEu quero ser tua, OH OH OH OH OH !\nEu quero ser tua, OH OH OH OH OH !\nEu quero ser tua como o sol do seu brilhar\nEu quero ser tua como um rio é do seu mar\n\nEu quero ser tua, OH OH OH OH OH !\nEu quero ser tua, OH OH OH OH OH !\nEu quero ser tua como o mel do teu beijar \nEu quero ser tua eu nasci .....\nPara te amar !",https://youtube.com/watch?v=fhMbHLiEjS4,
2014,Lithuania,Lithuania,Vilija Matačiūnaitė,Attention,28,2,,7,,,11,36,,,,,Viktoras Vaupšas;Vilija Matačiūnaitė,Vilija Matačiūnaitė,"Did you think that you can get me, boy? (no)\nThink again, babe.\nThought you could buy me for a drink or two,\nBut I’m not that easy\n\nYou saw me chattin’ with my girls at bar (true)\nWe’re all pretty\nYou told me I look like a movie star,\nBut I’m not naive\n\nSo… I’m gonna make you, make you fall,\ndown do-do-down down on your knees.\nI’m gonna make you,\nmake you fall down to get all…\n\nAttention, a little care\nThen you can have a love love love love, some love\nAttention, a little care,\nAnd you can have lots of love\n\nDo you dream abourt me in your bed?\nKeep on dreamin’\nYou thought I’d give it to you – all I have (wait)\nNot the first night\n\nYou said that it might be the love at first sight (babe)\nHold your horses\nYou told me you’re the best I’ll ever have,\nBut I just don’t believe\n\nI’m not gonna ask you buy me diamonds,\nno no no no,\nJust behave yourself, treat me very well,\ngive me some:\n\nAttention, a little care\nThen you can have a love love love love, some love\nAttention, a little care,\nAnd you can have lots of love.",https://youtube.com/watch?v=qOGEtw7tmik,
2014,Ireland,Ireland,Can-Linn feat. Kasey Smith,Heartbeat,29,2,,9,,,12,35,,,,,Hazel Kaneswaran;Jonas Gladnikoff;Patrizia Helander;Rasmus Palmgren,Jonas Gladnikoff;Patrizia Helander;Rasmus Palmgren,"White lightening upon us again\nThe wall is now paper thin\nAnd soon the sun's breaking in\nDon't you know, know…\n\nHow the world is not always true\nStill my truth will remain in you\nWe'll be braver and start anew\nI know, know…\n\nOooh…\nWhen the ocean's way too deep\n\nKeep your head high above the water\nWe can make it and break the border\nHold on to my heartbeat\nMy heartbeat, my heartbeat\nFace the danger and face tomorrow\nYou're a dreamer and you don't know\nThat no story is carved in stone\nJust hold on to my heartbeat\nMy heartbeat\n\nThe ground may be caving in\nAnd some wounds they may never mend\nBut we'll rise up and try again\nI know, know…\n\nOooh…\nWhen the shore gets hard to see\n\nKeep your head high above the water\nWe can make it and break the border\nHold on to my heartbeat\nMy heartbeat, my heartbeat\nFace the danger and face tomorrow\nYou're a dreamer and you don't know\nThat no story is carved in stone\nJust hold on to my heartbeat\nMy heartbeat\n\nKeep your head high above the water\nWe can make it and break the border\nHold on to my heartbeat\nMy heartbeat, my heartbeat\nFace the danger and face tomorrow\nYou're a dreamer and you don't know\nThat no story is carved in stone\nJust hold on to my heartbeat\nMy heartbeat",https://youtube.com/watch?v=J9zEybTMeEs,
